TLC2 Version 2.19 of 08 August 2024 (rev: 5a47802)
Warning: Please run the Java VM which executes TLC with a throughput optimized garbage collector by passing the "-XX:+UseParallelGC" property.
(Use the -nowarning option to disable this warning.)
Running Random Simulation with seed 3524370580549427045 with 20 workers on 72 cores with 30208MB heap and 64MB offheap memory [pid: 376461] (Linux 6.12.69+deb13-cloud-amd64 amd64, Debian 21.0.10 x86_64).
Parsing file /home/alexandre.siret/AccordTLASpec/SpecAccord/RecoveryAndCommitSpec/AccordSpec.tla
Parsing file /tmp/TLC.tla
Parsing file /tmp/Naturals.tla
Parsing file /tmp/Sequences.tla
Parsing file /tmp/FiniteSets.tla
Semantic processing of module Naturals
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module TLC
Semantic processing of module AccordSpec
Starting... (2026-03-30 10:47:25)
Progress: 444563300 states checked.
Progress: 452525462 states checked.
Progress: 460501211 states checked.
Progress: 468488235 states checked.
Progress: 476475278 states checked.
Progress: 484491890 states checked.
Progress: 492490340 states checked.
Progress: 500474514 states checked.
Progress: 508479068 states checked.
Progress: 516469997 states checked.
Progress: 524476054 states checked.
Progress: 532472684 states checked.
Progress: 540311744 states checked.
Progress: 546455829 states checked.
Progress: 552447507 states checked.
Progress: 558814719 states checked.
Progress: 565132848 states checked.
Progress: 571321013 states checked.
Progress: 577410751 states checked.
Progress: 583825497 states checked.
Progress: 590252831 states checked.
Progress: 598101281 states checked.
Progress: 606064771 states checked.
Progress: 614068037 states checked.
Progress: 622071706 states checked.
Progress: 630083796 states checked.
Progress: 638092179 states checked.
Progress: 646099080 states checked.
Progress: 654102548 states checked.
Progress: 662096190 states checked.
Progress: 670087271 states checked.
Progress: 678020424 states checked.
Progress: 684432830 states checked.
Progress: 690331511 states checked.
Progress: 696467982 states checked.
Progress: 702646216 states checked.
Progress: 708689455 states checked.
Progress: 714810447 states checked.
Progress: 720944755 states checked.
Progress: 727271042 states checked.
Progress: 733826923 states checked.
Progress: 740396287 states checked.
Progress: 747239965 states checked.
Progress: 754143883 states checked.
Progress: 761047114 states checked.
Progress: 767996815 states checked.
Progress: 774788426 states checked.
Progress: 781582370 states checked.
Progress: 788272345 states checked.
Progress: 794851015 states checked.
Progress: 801475455 states checked.
Progress: 807738306 states checked.
Progress: 814233244 states checked.
Progress: 820769944 states checked.
Progress: 827645462 states checked.
Progress: 834472680 states checked.
Progress: 841368074 states checked.
Progress: 848286634 states checked.
Progress: 855362032 states checked.
Progress: 862577690 states checked.
Progress: 869679079 states checked.
Progress: 876733969 states checked.
Progress: 883916319 states checked.
Progress: 891123804 states checked.
Progress: 898263827 states checked.
Progress: 905507778 states checked.
Progress: 912334707 states checked.
Progress: 919226803 states checked.
Progress: 926394470 states checked.
Progress: 933269627 states checked.
Progress: 940135868 states checked.
Progress: 946838797 states checked.
Progress: 953833271 states checked.
Progress: 960891427 states checked.
Progress: 967758293 states checked.
Progress: 975158217 states checked.
Progress: 982178724 states checked.
Progress: 989382448 states checked.
Progress: 996597949 states checked.
Progress: 1003767457 states checked.
Progress: 1010737758 states checked.
Progress: 1017962955 states checked.
Progress: 1025276749 states checked.
Progress: 1032585121 states checked.
Progress: 1039604873 states checked.
Progress: 1046748150 states checked.
Progress: 1053923951 states checked.
Progress: 1061108577 states checked.
Progress: 1068205672 states checked.
Progress: 1075517094 states checked.
Progress: 1082631071 states checked.
Progress: 1089760206 states checked.
Progress: 1096921968 states checked.
Progress: 1104062381 states checked.
Progress: 1111107228 states checked.
Progress: 1118221244 states checked.
Progress: 1125207580 states checked.
Progress: 1132329148 states checked.
Progress: 1139672165 states checked.
Progress: 1146897002 states checked.
Progress: 1154189478 states checked.
Progress: 1161286266 states checked.
Progress: 1168581954 states checked.
Progress: 1175839189 states checked.
Progress: 1183012066 states checked.
Progress: 1190257524 states checked.
Progress: 1197453277 states checked.
Progress: 1204770091 states checked.
Progress: 1212181389 states checked.
Progress: 1219524097 states checked.
Progress: 1226844886 states checked.
Progress: 1234247239 states checked.
Progress: 1241461897 states checked.
Progress: 1248819576 states checked.
Progress: 1256058537 states checked.
Progress: 1263424647 states checked.
Progress: 1270703781 states checked.
Progress: 1278052186 states checked.
Progress: 1285339569 states checked.
Progress: 1292567471 states checked.
Progress: 1299911505 states checked.
Progress: 1307195058 states checked.
Progress: 1314634382 states checked.
Progress: 1322000717 states checked.
Progress: 1329336825 states checked.
Progress: 1336564423 states checked.
Progress: 1343951623 states checked.
Progress: 1351382500 states checked.
Progress: 1358874576 states checked.
Progress: 1366274984 states checked.
Progress: 1373583718 states checked.
Progress: 1380926973 states checked.
Progress: 1388183598 states checked.
Progress: 1395519374 states checked.
Progress: 1402779273 states checked.
Progress: 1410056326 states checked.
Progress: 1417391413 states checked.
Progress: 1424718431 states checked.
Progress: 1432034289 states checked.
Progress: 1439378420 states checked.
Progress: 1446733120 states checked.
Progress: 1454155654 states checked.
Progress: 1461572161 states checked.
Progress: 1468946654 states checked.
Progress: 1476335581 states checked.
Progress: 1483572653 states checked.
Progress: 1490950779 states checked.
Progress: 1498323529 states checked.
Progress: 1505658077 states checked.
Progress: 1513080507 states checked.
Progress: 1520406841 states checked.
Progress: 1527691805 states checked.
Progress: 1535008639 states checked.
Progress: 1542433893 states checked.
Progress: 1549757522 states checked.
Progress: 1557103927 states checked.
Progress: 1564448414 states checked.
Progress: 1571762708 states checked.
Progress: 1579008397 states checked.
Progress: 1586382976 states checked.
Progress: 1593705837 states checked.
Progress: 1601211109 states checked.
Progress: 1608660463 states checked.
Progress: 1616022454 states checked.
Progress: 1623366159 states checked.
Progress: 1630710849 states checked.
Progress: 1638224701 states checked.
Progress: 1645543679 states checked.
Progress: 1652948720 states checked.
Progress: 1660363214 states checked.
Progress: 1667717704 states checked.
Progress: 1675021115 states checked.
Progress: 1682495352 states checked.
Progress: 1690015398 states checked.
Progress: 1697394210 states checked.
Progress: 1704661314 states checked.
Progress: 1712066892 states checked.
Progress: 1719354761 states checked.
Progress: 1726763594 states checked.
Progress: 1734100876 states checked.
Progress: 1741489117 states checked.
Progress: 1748960819 states checked.
Progress: 1756435490 states checked.
Progress: 1763915210 states checked.
Progress: 1771387800 states checked.
Progress: 1778944653 states checked.
Progress: 1786638508 states checked.
Progress: 1794147857 states checked.
Progress: 1801477542 states checked.
Progress: 1808920352 states checked.
Progress: 1816410926 states checked.
Progress: 1824040406 states checked.
Progress: 1831534714 states checked.
Progress: 1838900829 states checked.
Progress: 1846315102 states checked.
Progress: 1853769407 states checked.
Progress: 1861297394 states checked.
Progress: 1868815287 states checked.
Progress: 1876063400 states checked.
Progress: 1883573621 states checked.
Progress: 1891134436 states checked.
Progress: 1898562432 states checked.
Progress: 1906314853 states checked.
Progress: 1913593818 states checked.
Progress: 1920854323 states checked.
Progress: 1928120692 states checked.
Progress: 1935554300 states checked.
Progress: 1942891855 states checked.
Progress: 1950424110 states checked.
Progress: 1957892819 states checked.
Progress: 1965243810 states checked.
Progress: 1972645603 states checked.
Progress: 1980036381 states checked.
Progress: 1987401108 states checked.
Progress: 1994678441 states checked.
Progress: 2002162220 states checked.
Progress: 2009424236 states checked.
Progress: 2016742364 states checked.
Progress: 2024007415 states checked.
Progress: 2031375356 states checked.
Progress: 2039073803 states checked.
Progress: 2046692862 states checked.
Progress: 2054271192 states checked.
Progress: 2061719218 states checked.
Progress: 2069136171 states checked.
Progress: 2076603875 states checked.
Progress: 2084058922 states checked.
Progress: 2091483781 states checked.
Progress: 2098970022 states checked.
Progress: 2106367710 states checked.
Progress: 2113686669 states checked.
Progress: 2121012719 states checked.
Progress: 2128328938 states checked.
Progress: 2135695225 states checked.
Progress: 2143014473 states checked.
Progress: 2150317055 states checked.
Progress: 2157759435 states checked.
Progress: 2165193397 states checked.
Progress: 2172556641 states checked.
Progress: 2179865853 states checked.
Progress: 2187327964 states checked.
Progress: 2194740656 states checked.
Progress: 2202155299 states checked.
Progress: 2209714385 states checked.
Progress: 2217146877 states checked.
Progress: 2224512078 states checked.
Progress: 2232110168 states checked.
Progress: 2239935816 states checked.
Progress: 2247468211 states checked.
Progress: 2254921770 states checked.
Progress: 2262506592 states checked.
Progress: 2270100836 states checked.
Progress: 2277481352 states checked.
Progress: 2284856493 states checked.
Progress: 2292230542 states checked.
Progress: 2299710923 states checked.
Progress: 2307226992 states checked.
Progress: 2314543560 states checked.
Progress: 2321881611 states checked.
Progress: 2329333493 states checked.
Progress: 2336782222 states checked.
Progress: 2344033201 states checked.
Progress: 2351258292 states checked.
Progress: 2358583840 states checked.
Progress: 2365996040 states checked.
Progress: 2373306226 states checked.
Progress: 2380752806 states checked.
Progress: 2388345933 states checked.
Progress: 2396186693 states checked.
Progress: 2403902132 states checked.
Progress: 2411417470 states checked.
Progress: 2418715728 states checked.
Progress: 2425935995 states checked.
Progress: 2433217993 states checked.
Progress: 2440659981 states checked.
Progress: 2448041096 states checked.
Progress: 2455883712 states checked.
Progress: 2463300327 states checked.
Progress: 2470666750 states checked.
Progress: 2478032454 states checked.
Progress: 2485290344 states checked.
Progress: 2492659262 states checked.
Progress: 2500187918 states checked.
Progress: 2507638845 states checked.
Progress: 2514961712 states checked.
Progress: 2522328511 states checked.
Progress: 2529855437 states checked.
Progress: 2537130328 states checked.
Progress: 2544455883 states checked.
Progress: 2551839045 states checked.
Progress: 2559159894 states checked.
Progress: 2566504966 states checked.
Progress: 2573716965 states checked.
Progress: 2581281806 states checked.
Progress: 2589001479 states checked.
Progress: 2596452714 states checked.
Progress: 2603748099 states checked.
Progress: 2611009092 states checked.
Progress: 2618229613 states checked.
Progress: 2625469395 states checked.
Progress: 2632690127 states checked.
Progress: 2640019783 states checked.
Progress: 2647378313 states checked.
Progress: 2654530227 states checked.
Progress: 2661754056 states checked.
Progress: 2669003104 states checked.
Progress: 2676173271 states checked.
Progress: 2683498964 states checked.
Progress: 2690798911 states checked.
Progress: 2698092266 states checked.
Progress: 2705432198 states checked.
Progress: 2712682281 states checked.
Progress: 2719996922 states checked.
Progress: 2727283647 states checked.
Progress: 2734553099 states checked.
Progress: 2741720284 states checked.
Progress: 2749016796 states checked.
Progress: 2756280699 states checked.
Progress: 2763610964 states checked.
Progress: 2770898226 states checked.
Progress: 2778140545 states checked.
Progress: 2785493622 states checked.
Progress: 2792821338 states checked.
Progress: 2800153846 states checked.
Progress: 2807429759 states checked.
Progress: 2814664165 states checked.
Progress: 2821988499 states checked.
Progress: 2829253416 states checked.
Progress: 2836490688 states checked.
Progress: 2843729955 states checked.
Progress: 2851034479 states checked.
Progress: 2858327003 states checked.
Progress: 2865671530 states checked.
Progress: 2872964475 states checked.
Progress: 2880171682 states checked.
Progress: 2887495129 states checked.
Progress: 2894699924 states checked.
Progress: 2902026068 states checked.
Progress: 2909332894 states checked.
Progress: 2916732637 states checked.
Progress: 2924042470 states checked.
Progress: 2931392379 states checked.
Progress: 2938932098 states checked.
Progress: 2946359933 states checked.
Progress: 2953659652 states checked.
Progress: 2961061977 states checked.
Progress: 2968400336 states checked.
Progress: 2975596484 states checked.
Progress: 2982991817 states checked.
Progress: 2990344341 states checked.
Progress: 2997751406 states checked.
Progress: 3005191070 states checked.
Progress: 3012511612 states checked.
Progress: 3019907739 states checked.
Progress: 3027202791 states checked.
Progress: 3034497275 states checked.
Progress: 3041853797 states checked.
Progress: 3049131850 states checked.
Progress: 3056324877 states checked.
Progress: 3063647938 states checked.
Progress: 3070940045 states checked.
Progress: 3078169402 states checked.
Progress: 3085341594 states checked.
Progress: 3092525227 states checked.
Progress: 3099808238 states checked.
Progress: 3107121503 states checked.
Progress: 3114431405 states checked.
Progress: 3121705551 states checked.
Progress: 3129035751 states checked.
Progress: 3136301309 states checked.
Progress: 3143584285 states checked.
Progress: 3150917000 states checked.
Progress: 3158275142 states checked.
Progress: 3165568744 states checked.
Progress: 3172867676 states checked.
Progress: 3180233563 states checked.
Progress: 3187470681 states checked.
Progress: 3194750313 states checked.
Progress: 3202062753 states checked.
Progress: 3209352198 states checked.
Progress: 3216611507 states checked.
Progress: 3223940956 states checked.
Progress: 3231255404 states checked.
Progress: 3238446149 states checked.
Progress: 3245766304 states checked.
Progress: 3253083312 states checked.
Progress: 3260391955 states checked.
Progress: 3267574997 states checked.
Progress: 3274826156 states checked.
Progress: 3282080786 states checked.
Progress: 3289229274 states checked.
Progress: 3296479569 states checked.
Progress: 3303779815 states checked.
Progress: 3311025562 states checked.
Progress: 3318307399 states checked.
Progress: 3325504852 states checked.
Progress: 3332901782 states checked.
Progress: 3340206300 states checked.
Progress: 3347363991 states checked.
Progress: 3354700011 states checked.
Progress: 3361903762 states checked.
Progress: 3369316888 states checked.
Progress: 3376518262 states checked.
Progress: 3383901748 states checked.
Progress: 3391118286 states checked.
Progress: 3398364621 states checked.
Progress: 3405711614 states checked.
Progress: 3412926793 states checked.
Progress: 3420195825 states checked.
Progress: 3427592201 states checked.
Progress: 3434846695 states checked.
Progress: 3442130862 states checked.
Progress: 3449417023 states checked.
Progress: 3456771434 states checked.
Progress: 3464002823 states checked.
Progress: 3471255273 states checked.
Progress: 3478461104 states checked.
Progress: 3485680815 states checked.
Progress: 3493033330 states checked.
Progress: 3500352857 states checked.
Progress: 3507561764 states checked.
Progress: 3514876291 states checked.
Progress: 3522052559 states checked.
Progress: 3529196162 states checked.
Progress: 3536455580 states checked.
Progress: 3543709879 states checked.
Progress: 3551035938 states checked.
Progress: 3558220426 states checked.
Progress: 3565413658 states checked.
Progress: 3572761308 states checked.
Progress: 3579910767 states checked.
Progress: 3587107944 states checked.
Progress: 3594428804 states checked.
Progress: 3601686657 states checked.
Progress: 3608844567 states checked.
Progress: 3615968146 states checked.
Progress: 3623326872 states checked.
Progress: 3630641501 states checked.
Progress: 3637878070 states checked.
Progress: 3645258947 states checked.
Progress: 3652472248 states checked.
Progress: 3659693352 states checked.
Progress: 3666892670 states checked.
Progress: 3674075277 states checked.
Progress: 3681282802 states checked.
Progress: 3688356041 states checked.
Progress: 3695638459 states checked.
Progress: 3702799813 states checked.
Progress: 3710058992 states checked.
Progress: 3717403221 states checked.
Progress: 3724598863 states checked.
Progress: 3731873709 states checked.
Progress: 3739045626 states checked.
Progress: 3746288158 states checked.
Progress: 3753602639 states checked.
Progress: 3760957848 states checked.
Progress: 3768205044 states checked.
Progress: 3775487443 states checked.
Progress: 3782727164 states checked.
Progress: 3789878423 states checked.
Progress: 3797035693 states checked.
Progress: 3804153111 states checked.
Progress: 3811460219 states checked.
Progress: 3818738697 states checked.
Progress: 3826076699 states checked.
Progress: 3833297980 states checked.
Progress: 3840571575 states checked.
Progress: 3847859071 states checked.
Progress: 3855086413 states checked.
Progress: 3862332435 states checked.
Progress: 3869660532 states checked.
Progress: 3876834390 states checked.
Progress: 3884112709 states checked.
Progress: 3891518409 states checked.
Progress: 3898644400 states checked.
Progress: 3905949860 states checked.
Progress: 3913338046 states checked.
Progress: 3920654218 states checked.
Progress: 3927857439 states checked.
Progress: 3935045687 states checked.
Progress: 3942252782 states checked.
Progress: 3949356028 states checked.
Progress: 3956563274 states checked.
Progress: 3963773197 states checked.
Progress: 3971013091 states checked.
Progress: 3978225110 states checked.
Progress: 3985779002 states checked.
Progress: 3993074936 states checked.
Progress: 4000378897 states checked.
Progress: 4007560082 states checked.
Progress: 4014772192 states checked.
Progress: 4021987688 states checked.
Progress: 4029309869 states checked.
Progress: 4036400977 states checked.
Progress: 4043603750 states checked.
Progress: 4050881409 states checked.
Progress: 4058168633 states checked.
Progress: 4065339197 states checked.
Progress: 4072572854 states checked.
Progress: 4079824970 states checked.
Progress: 4087006097 states checked.
Progress: 4094299215 states checked.
Progress: 4101521347 states checked.
Progress: 4108761427 states checked.
Progress: 4116024970 states checked.
Progress: 4123255133 states checked.
Progress: 4130507611 states checked.
Progress: 4137694821 states checked.
Progress: 4144956064 states checked.
Progress: 4152223303 states checked.
Progress: 4159416048 states checked.
Progress: 4166679943 states checked.
Progress: 4174017078 states checked.
Progress: 4181289627 states checked.
Progress: 4188626895 states checked.
Progress: 4195863864 states checked.
Progress: 4203070070 states checked.
Progress: 4210421797 states checked.
Progress: 4217586748 states checked.
Progress: 4224890583 states checked.
Progress: 4232184805 states checked.
Progress: 4239364032 states checked.
Progress: 4246681505 states checked.
Progress: 4253931641 states checked.
Progress: 4261231997 states checked.
Progress: 4268386137 states checked.
Progress: 4275608677 states checked.
Progress: 4282728458 states checked.
Progress: 4290013060 states checked.
Progress: 4297277367 states checked.
Progress: 4304457456 states checked.
Progress: 4311606802 states checked.
Progress: 4318842176 states checked.
Progress: 4326173076 states checked.
Progress: 4333347871 states checked.
Progress: 4340597503 states checked.
Progress: 4347922402 states checked.
Progress: 4355211086 states checked.
Progress: 4362349849 states checked.
Progress: 4369646444 states checked.
Progress: 4376874742 states checked.
Progress: 4384225640 states checked.
Progress: 4391521220 states checked.
Progress: 4398821353 states checked.
Progress: 4406174384 states checked.
Progress: 4413610543 states checked.
Progress: 4421099304 states checked.
Progress: 4428546707 states checked.
Progress: 4435867711 states checked.
Progress: 4443329622 states checked.
Progress: 4450920941 states checked.
Progress: 4458454504 states checked.
Progress: 4466087617 states checked.
Progress: 4473803064 states checked.
Progress: 4481685222 states checked.
Progress: 4489591283 states checked.
Progress: 4497500417 states checked.
Progress: 4505400267 states checked.
Progress: 4513359614 states checked.
Progress: 4521334912 states checked.
Progress: 4529327175 states checked.
Progress: 4537292267 states checked.
Progress: 4545283601 states checked.
Progress: 4553270465 states checked.
Progress: 4561273763 states checked.
Progress: 4569286654 states checked.
Progress: 4577296966 states checked.
Progress: 4585287825 states checked.
Progress: 4593291726 states checked.
Progress: 4601288228 states checked.
Progress: 4609306495 states checked.
Progress: 4617292429 states checked.
Progress: 4625288856 states checked.
Progress: 4633290472 states checked.
Progress: 4641294424 states checked.
Progress: 4649294389 states checked.
Progress: 4657295574 states checked.
Progress: 4665299253 states checked.
Progress: 4673308907 states checked.
Progress: 4681312810 states checked.
Progress: 4689297130 states checked.
Progress: 4697284296 states checked.
Progress: 4705285601 states checked.
Progress: 4713292795 states checked.
Progress: 4721314487 states checked.
Progress: 4729330830 states checked.
Progress: 4737342351 states checked.
Progress: 4745371095 states checked.
Progress: 4753384534 states checked.
Progress: 4761392015 states checked.
Progress: 4769387929 states checked.
Progress: 4777410419 states checked.
Progress: 4785427681 states checked.
Progress: 4793418642 states checked.
Progress: 4801428843 states checked.
Progress: 4809413183 states checked.
Progress: 4817418799 states checked.
Progress: 4825423466 states checked.
Progress: 4833425312 states checked.
Progress: 4841426405 states checked.
Progress: 4849423285 states checked.
Progress: 4857404276 states checked.
Progress: 4865386420 states checked.
Progress: 4873380747 states checked.
Progress: 4881340985 states checked.
Progress: 4889318231 states checked.
Progress: 4897318346 states checked.
Progress: 4905315980 states checked.
Progress: 4913328732 states checked.
Progress: 4921329580 states checked.
Progress: 4929356565 states checked.
Progress: 4937359178 states checked.
Progress: 4945374431 states checked.
Progress: 4953365680 states checked.
Progress: 4961371278 states checked.
Progress: 4969367055 states checked.
Progress: 4977354142 states checked.
Progress: 4985365278 states checked.
Progress: 4993356972 states checked.
Progress: 5001348998 states checked.
Progress: 5009328193 states checked.
Progress: 5017301542 states checked.
Progress: 5025299580 states checked.
Progress: 5033288022 states checked.
Progress: 5041283884 states checked.
Progress: 5049295778 states checked.
Progress: 5057251791 states checked.
Progress: 5065211861 states checked.
Progress: 5073175305 states checked.
Progress: 5081155359 states checked.
Progress: 5089138581 states checked.
Progress: 5097135712 states checked.
Progress: 5105137022 states checked.
Progress: 5113149231 states checked.
Progress: 5121150202 states checked.
Progress: 5129159219 states checked.
Progress: 5137161515 states checked.
Progress: 5145180663 states checked.
Progress: 5153208692 states checked.
Progress: 5161245039 states checked.
Progress: 5169236938 states checked.
Progress: 5177247932 states checked.
Progress: 5185260268 states checked.
Progress: 5193283513 states checked.
Progress: 5201284058 states checked.
Progress: 5209285882 states checked.
Progress: 5217296342 states checked.
Progress: 5225311793 states checked.
Progress: 5233322558 states checked.
Progress: 5241354271 states checked.
Progress: 5249384487 states checked.
Progress: 5257415869 states checked.
Progress: 5265413061 states checked.
Progress: 5273414956 states checked.
Progress: 5281406384 states checked.
Progress: 5289397581 states checked.
Progress: 5297384366 states checked.
Progress: 5305376245 states checked.
Progress: 5313371790 states checked.
Progress: 5321340815 states checked.
Progress: 5329320802 states checked.
Progress: 5337326007 states checked.
Progress: 5345321156 states checked.
Progress: 5353299586 states checked.
Progress: 5361288835 states checked.
Progress: 5369307234 states checked.
Progress: 5377305674 states checked.
Progress: 5385294856 states checked.
Progress: 5393302247 states checked.
Progress: 5401339474 states checked.
Progress: 5409350387 states checked.
Progress: 5417357211 states checked.
Progress: 5425383368 states checked.
Progress: 5433413571 states checked.
Progress: 5441455220 states checked.
Progress: 5449496189 states checked.
Progress: 5457522064 states checked.
Progress: 5465548991 states checked.
Progress: 5473548132 states checked.
Progress: 5481550641 states checked.
Progress: 5489547075 states checked.
Progress: 5497556023 states checked.
Progress: 5505591591 states checked.
Progress: 5513632642 states checked.
Progress: 5521664705 states checked.
Progress: 5529689982 states checked.
Progress: 5537664728 states checked.
Progress: 5545657699 states checked.
Progress: 5553684550 states checked.
Progress: 5561714561 states checked.
Progress: 5569719204 states checked.
Progress: 5577694784 states checked.
Progress: 5585678232 states checked.
Progress: 5593660375 states checked.
Progress: 5601631079 states checked.
Progress: 5609621060 states checked.
Progress: 5617614093 states checked.
Progress: 5625604533 states checked.
Progress: 5633603850 states checked.
Progress: 5641591766 states checked.
Progress: 5649568542 states checked.
Progress: 5657557986 states checked.
Progress: 5665564393 states checked.
Progress: 5673551912 states checked.
Progress: 5681540268 states checked.
Progress: 5689543061 states checked.
Progress: 5697532974 states checked.
Progress: 5705508270 states checked.
Progress: 5713500126 states checked.
Progress: 5721453062 states checked.
Progress: 5729419571 states checked.
Progress: 5737422348 states checked.
Progress: 5745381313 states checked.
Progress: 5753376415 states checked.
Progress: 5761350012 states checked.
Progress: 5769354048 states checked.
Progress: 5777344711 states checked.
Progress: 5785349203 states checked.
Progress: 5793357925 states checked.
Progress: 5801379776 states checked.
Progress: 5809372617 states checked.
Progress: 5817360633 states checked.
Progress: 5825359593 states checked.
Progress: 5833363783 states checked.
Progress: 5841379585 states checked.
Progress: 5849397828 states checked.
Progress: 5857421290 states checked.
Progress: 5865437590 states checked.
Progress: 5873448257 states checked.
Progress: 5881445172 states checked.
Progress: 5889455362 states checked.
Progress: 5897460044 states checked.
Progress: 5905467391 states checked.
Progress: 5913449919 states checked.
Progress: 5921458637 states checked.
Progress: 5929432739 states checked.
Progress: 5937420882 states checked.
Progress: 5945412026 states checked.
Progress: 5953408091 states checked.
Progress: 5961403982 states checked.
Progress: 5969374393 states checked.
Progress: 5977353403 states checked.
Progress: 5985351227 states checked.
Progress: 5993337636 states checked.
Progress: 6001338835 states checked.
Progress: 6009316907 states checked.
Progress: 6017314624 states checked.
Progress: 6025303406 states checked.
Progress: 6033308130 states checked.
Progress: 6041294353 states checked.
Progress: 6049278939 states checked.
Progress: 6057282586 states checked.
Progress: 6065246920 states checked.
Progress: 6073255403 states checked.
Progress: 6081263266 states checked.
Progress: 6089263638 states checked.
Progress: 6097269741 states checked.
Progress: 6105268125 states checked.
Progress: 6113272540 states checked.
Progress: 6121248676 states checked.
Progress: 6129254998 states checked.
Progress: 6137244054 states checked.
Progress: 6145225361 states checked.
Progress: 6153204814 states checked.
Progress: 6161194655 states checked.
Progress: 6169201745 states checked.
Progress: 6177201420 states checked.
Progress: 6185200514 states checked.
Progress: 6193216690 states checked.
Progress: 6201227800 states checked.
Progress: 6209259294 states checked.
Progress: 6217267852 states checked.
Progress: 6225296636 states checked.
Progress: 6233310784 states checked.
Progress: 6241328381 states checked.
Progress: 6249352589 states checked.
Progress: 6257370651 states checked.
Progress: 6265392939 states checked.
Progress: 6273419053 states checked.
Progress: 6281478155 states checked.
Progress: 6289525489 states checked.
Progress: 6297571352 states checked.
Progress: 6305612774 states checked.
Progress: 6313648449 states checked.
Progress: 6321678865 states checked.
Progress: 6329732954 states checked.
Progress: 6337761158 states checked.
Progress: 6345768799 states checked.
Progress: 6353802811 states checked.
Progress: 6361840393 states checked.
Progress: 6369867719 states checked.
Progress: 6377908845 states checked.
Progress: 6385920410 states checked.
Progress: 6393927359 states checked.
Progress: 6401952568 states checked.
Progress: 6409986035 states checked.
Progress: 6418018928 states checked.
Progress: 6426042774 states checked.
Progress: 6434085113 states checked.
Progress: 6442130618 states checked.
Progress: 6450173289 states checked.
Progress: 6458223476 states checked.
Progress: 6466260577 states checked.
Progress: 6474264890 states checked.
Progress: 6482249921 states checked.
Progress: 6490255729 states checked.
Progress: 6498282731 states checked.
Progress: 6506297486 states checked.
Progress: 6514333695 states checked.
Progress: 6522351090 states checked.
Progress: 6530352309 states checked.
Progress: 6538358741 states checked.
Progress: 6546372199 states checked.
Progress: 6554363812 states checked.
Progress: 6562318059 states checked.
Progress: 6570296921 states checked.
Progress: 6578320991 states checked.
Progress: 6586326231 states checked.
Progress: 6594331473 states checked.
Progress: 6602320445 states checked.
Progress: 6610301313 states checked.
Progress: 6618305025 states checked.
Progress: 6626308350 states checked.
Progress: 6634308506 states checked.
Progress: 6642290929 states checked.
Progress: 6650289059 states checked.
Progress: 6658306222 states checked.
Progress: 6666334756 states checked.
